'Accesories', 'INVISION', 'A4 TECH', 'A4 Tech USB Keyboard Mouse SET KRS 3330', 'A4TUKM-2', '475.00', '1', 'For SKU', 'LPO HQ'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-220', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-127', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-128', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-129', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-130', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-131', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-132', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-133', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-134', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-135', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-136', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-137', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-138', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-139', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-140', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-141', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-142', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-143', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-144', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-145', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-146', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-147', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-148', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-149', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-150', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-151', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-152', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-153', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-154', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-155', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-156', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-157', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-158', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-159', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-160', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-161', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-162', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-163', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-164', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-165', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-166', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-167', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-168', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-169', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-170', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-171', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-57', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-74', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-72', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-62', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-51', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-54', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-52', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-70', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-217', '156.50', '1', 'For SKU', 'LPO HQ'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-229', '156.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-270', '156.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-269', '156.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-243', '156.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-227', '156.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-225', '156.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-289', '156.50', '1', 'For SKU', 'LPO Gen. T Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-271', '156.50', '1', 'For SKU', 'LPO Gen. T Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-295', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-292', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-277', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-297', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-300', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-285', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-294', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-244', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-248', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-254', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-255', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-249', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-241', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-252', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-234', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-218', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-235', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-236', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-247', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-233', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-256', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-274', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-263', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-257', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-258', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-267', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T07', '53201157-266', '156.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T08', '97019028-159', '186.90', '1', 'For SKU', 'LPO Angeles Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T08', '97019028-156', '186.90', '1', 'For SKU', 'LPO Angeles Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket TB-T08', '86187872-425', '171.50', '1', 'For SKU', 'LPCE Olongapo Store'
'TOTAL FOR Power Socket WHICH SUPPLIER IS Imports','','','','34773.3','155','',''
'Power Supply', 'Exabyte', 'Corsair', 'Power Supply Corsair CV550', '97389773-2', '1480.23', '1', 'For SKU', 'LPO Angeles Store'
'Power Supply', 'Exabyte', 'Corsair', 'Power Supply Corsair CV650', '99981967-1', '1762.71', '1', 'For SKU', 'LPO Angeles Store'
'Power Supply', 'Exabyte', 'Corsair', 'Power Supply Corsair CV650', '99981967-2', '1762.71', '1', 'For SKU', 'LPO Angeles Store'
'Power Supply', 'Exabyte', 'Corsair', 'Power Supply Corsair RM750E', '77367954-1', '3395.48', '1', 'For SKU', 'LPO Gen. T Store'
'Power Supply', 'Exabyte', 'Corsair', 'Power Supply Corsair RM850E', '12294511-1', '3666.67', '1', 'For SKU', 'LPO Gen. T Store'
'Power Supply', 'Exabyte', 'Corsair', 'Power Supply Corsair RM850E', '12294511-2', '3666.67', '1', 'For SKU', 'LPO Angeles Store'
'Power Supply', 'Exabyte', 'Inplay', 'Power Supply Inplay GP250L 800W Rated 250W Generic PSU', '17574722-15', '220.34', '1', 'For SKU', 'LPO Angeles Store'
'Power Supply', 'Exabyte', 'Inplay', 'Power Supply Inplay GP250L 800W Rated 250W Generic PSU', '17574722-11', '220.34', '1', 'For SKU', 'LPO Angeles Store'
'Power Supply', 'Exabyte', 'Inplay', 'Power Supply Inplay GP250L 800W Rated 250W Generic PSU', '17574722-13', '220.34', '1', 'For SKU', 'LPO Angeles Store'
'Power Supply', 'Exabyte', 'Inplay', 'Power Supply Inplay GP250L 800W Rated 250W Generic PSU', '17574722-8', '220.34', '1', 'For SKU', 'LPO Angeles Store'
'TOTAL FOR Power Supply WHICH SUPPLIER IS Exabyte','','','','16615.83','10','',''
'Processor', 'Exabyte', 'AMD', 'Processor AMD ATHLON 200GE Tray Type', '82596479-1', '833.33', '1', 'For SKU', 'LPO Angeles Store'
'Processor', 'Exabyte', 'AMD', 'Processor AMD RYZEN 7 5700G Tray Type', '77184195-3', '4675.14', '1', 'For SKU', 'LPO Angeles Store'
'Processor', 'Exabyte', 'AMD', 'Processor AMD RYZEN 7 5700G Tray Type', '77184195-4', '4675.14', '1', 'For SKU', 'LPO Angeles Store'
'TOTAL FOR Processor WHICH SUPPLIER IS Exabyte','','','','10183.61','3','',''
'Processor', 'Quiapo', 'AMD', 'BRANDNEW PROCESSOR RYZEN R3 3200G (NVISION)', '74243646-2', '2600.00', '1', 'For SKU', 'LPO Gen. T Store'
'Processor', 'Quiapo', 'AMD', 'BRANDNEW PROCESSOR RYZEN R3 3200G (NVISION)', '74243646-1', '2600.00', '1', 'For SKU', 'LPO Gen. T Store'
'TOTAL FOR Processor WHICH SUPPLIER IS Quiapo','','','','5200','2','',''
'Processor', 'supplier', 'AMD', 'PROCESSOR INTEL i3 12100', '47886140-2', '5120.00', '1', 'For SKU', 'LPO Gen. T Store'
'Processor', 'supplier', 'AMD', 'PROCESSOR RYZEN R5 5600GT', '26317641-2', '6120.00', '1', 'For SKU', 'LPO Gen. T Store'
'TOTAL FOR Processor WHICH SUPPLIER IS supplier','','','','11240','2','',''
'PSU', 'CLEVER', 'Clever', 'CLEVER PSU BIG FAN (CJF300BN-700WATTS BIG FAN GENERIC PSU)', '29304243-2', '450.00', '1', 'For SKU', 'LPCE Olongapo Store'
'TOTAL FOR PSU WHICH SUPPLIER IS CLEVER','','','','450','1','',''
'PSU', 'Exabyte', 'Inplay', 'PSU INPLAY 550W GS550 ULTRA RGB 80+ TRUE RATED', '20632567-1', '522.60', '1', 'For SKU', 'LPO Angeles Store'
'PSU', 'Exabyte', 'Inplay', 'PSU INPLAY 550W GS550 ULTRA RGB 80+ TRUE RATED', '20632567-3', '522.60', '1', 'For SKU', 'LPO Angeles Store'
'PSU', 'Exabyte', 'Inplay', 'PSU INPLAY GS750-ULTRA 750W', '92960196-1', '762.71', '1', 'For SKU', 'LPO Angeles Store'
'PSU', 'Exabyte', 'Inplay', 'PSU INPLAY GS750-ULTRA 750W', '92960196-3', '762.71', '1', 'For SKU', 'LPO Angeles Store'
'TOTAL FOR PSU WHICH SUPPLIER IS Exabyte','','','','2570.62','4','',''
'Router', 'Exabyte', 'TP-Link', 'Router TP-Link AC1200 Archer C54', '93072329-3', '536.72', '1', 'For SKU', 'LPO J.P Rizal Store'
'Router', 'Exabyte', 'TP-Link', 'Router TP-Link AC1200 Archer C54', '93072329-7', '536.72', '1', 'For SKU', 'LPO Gen. T Store'
'Router', 'Exabyte', 'TP-Link', 'Router TP-Link AC1200 Archer C54', '93072329-1', '536.72', '1', 'For SKU', 'LPO Angeles Store'
'Router', 'Exabyte', 'TP-Link', 'Router TP-Link AC1200 Archer C54', '93072329-2', '536.72', '1', 'For SKU', 'LPO Angeles Store'
'Router', 'Exabyte', 'TP-Link', 'Router TP-Link AC1200 Archer C54', '93072329-11', '536.72', '1', 'For SKU', 'LPO Angeles Store'
'Router', 'Exabyte', 'TP-Link', 'Router TP-Link AC1200 Archer C54', '93072329-6', '536.72', '1', 'For SKU', 'LPO Angeles Store'
'TOTAL FOR Router WHICH SUPPLIER IS Exabyte','','','','3220.32','6','',''
'SSD', 'Banbros', 'APACER', 'STORAGE APACER 2.5 SATA 512GB SSD (SNITPS)', '42004362-1', '1595.00', '1', 'For SKU', 'LPO Gen. T Store'
'SSD', 'Banbros', 'APACER', 'STORAGE APACER 2.5 SATA 512GB SSD (SNITPS)', '42004362-3', '1595.00', '1', 'For SKU', 'LPO Gen. T Store'
'SSD', 'Banbros', 'APACER', 'STORAGE APACER 2.5 SATA 512GB SSD (SNITPS)', '42004362-2', '1595.00', '1', 'For SKU', 'LPO Gen. T Store'
'SSD', 'Banbros', 'HYNIX', 'APACER 4GB DIMM 2666', '25988055-2', '650.00', '1', 'For SKU', 'LPO Gen. T Store'
'SSD', 'Banbros', 'HYNIX', 'APACER 4GB DIMM 2666', '25988055-3', '650.00', '1', 'For SKU', 'LPO Gen. T Store'
'SSD', 'Banbros', 'HYNIX', 'APACER DDR4 DIMM 16GB 3200MHZ (DESKTOP)', '33132872-1', '1575.00', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Banbros', 'HYNIX', 'APACER DDR4 DIMM 16GB 3200MHZ (DESKTOP)', '33132872-2', '1575.00', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Banbros', 'HYNIX', 'APACER M.2 PCIE 3x4 256GB', '82881409-6', '1030.00', '1', 'For SKU', 'LPO Gen. T Store'
'SSD', 'Banbros', 'HYNIX', 'APACER M.2 PCIE 3x4 256GB', '82881409-3', '1030.00', '1', 'For SKU', 'LPO Gen. T Store'
'SSD', 'Banbros', 'HYNIX', 'APACER M.2 PCIE 3x4 512GB', '83317243-1', '1751.00', '1', 'For SKU', 'LPO Gen. T Store'
'TOTAL FOR SSD WHICH SUPPLIER IS Banbros','','','','13046','10','',''
'SSD', 'CLEVER', 'HYNIX', '480 GB SSD HYNIX 480', '32788821-1', '3220.00', '1', 'For SKU', 'LPO Gen. T Store'
'TOTAL FOR SSD WHICH SUPPLIER IS CLEVER','','','','3220','1','',''
'SSD', 'CYBER TECH', 'Lexar', 'LEXAR SSD 2.4 128GB', '54931548-16', '780.00', '1', 'For SKU', 'LPO Angeles Store'
'TOTAL FOR SSD WHICH SUPPLIER IS CYBER TECH','','','','780','1','',''
'SSD', 'Exabyte', 'APACER', 'SSD M.2 NVME APACER 256GB', '41996323-2', '666.67', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'APACER', 'SSD M.2 NVME APACER 256GB', '41996323-1', '666.67', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'KingSpec', 'SSD KINGSPEC 128GB M.2 NVME', '39057417-5', '536.72', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'KingSpec', 'SSD KINGSPEC 128GB M.2 NVME', '39057417-1', '536.72', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'KingSpec', 'SSD KINGSPEC 128GB M.2 NVME', '39057417-2', '536.72', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'RAMSTA', 'MEMORY DDR3 1600MHZ DIMM RAMSTA 8GB', '76113505-2', '564.97', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'RAMSTA', 'MEMORY DDR3 1600MHZ DIMM RAMSTA 8GB', '76113505-3', '564.97', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'RAMSTA', 'MEMORY DDR3 1600MHZ DIMM RAMSTA 8GB', '76113505-1', '564.97', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'RAMSTA', 'SDD NVME RAMSTA R900 256GB', '86288217-1', '628.25', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'RAMSTA', 'SSD M.2 RAMSTA R600 1TB', '68978943-3', '1242.94', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'RAMSTA', 'SSD M.2 RAMSTA R600 1TB', '68978943-1', '1242.94', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'RAMSTA', 'SSD M.2 RAMSTA R600 1TB', '68978943-5', '1242.94', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'RAMSTA', 'SSD M.2 RAMSTA R600 1TB', '68978943-6', '1242.94', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'RAMSTA', 'SSD RAMSTA R600 128GB M.2', '88026270-1', '457.63', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'Samsung', 'SSD M.2 NVME SAMSUNG 970 EVO PLUS 500GB', '10475186-1', '2316.38', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'SKIHOTAR', 'SSD SKIHOTAR 120GB 2.5', '95880489-2', '406.78', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'SKIHOTAR', 'SSD SKIHOTAR 120GB 2.5', '95880489-4', '406.78', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'Exabyte', 'SKIHOTAR', 'SSD SKIHOTAR 120GB 2.5', '95880489-1', '406.78', '1', 'For SKU', 'LPO Angeles Store'
'TOTAL FOR SSD WHICH SUPPLIER IS Exabyte','','','','14232.77','18','',''
'SSD', 'Quiapo', 'TEAM GROUP', 'HKC SHADOWWING DS600 2.5', '31097572-5', '550.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'SSD', 'Quiapo', 'TEAM GROUP', 'HKC SHADOWWING DS600 2.5', '31097572-2', '550.00', '1', 'For SKU', 'LPO Gen. T Store'
'SSD', 'Quiapo', 'TEAM GROUP', 'HKC SHADOWWING DS600 2.5', '31097572-3', '550.00', '1', 'For SKU', 'LPO Gen. T Store'
'SSD', 'Quiapo', 'TEAM GROUP', 'HKC SHADOWWING DS600 2.5', '31097572-1', '550.00', '1', 'For SKU', 'LPO Gen. T Store'
'TOTAL FOR SSD WHICH SUPPLIER IS Quiapo','','','','2200','4','',''
'SSD', 'supplier', 'TEAM GROUP', 'BRANDNEW HKC SHADOWWING DS600 SATA 2.5', '06385285-5', '1435.00', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'supplier', 'TEAM GROUP', 'BRANDNEW HKC SHADOWWING DS600 SATA 2.5', '06385285-4', '1435.00', '1', 'For SKU', 'LPO Angeles Store'
'SSD', 'supplier', 'TEAM GROUP', 'BRANDNEW SSD SHADOWWING SATA 2.5', '54945771-2', '2615.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'SSD', 'supplier', 'TEAM GROUP', 'BRANDNEW SSD SHADOWWING SATA 2.5', '54945771-4', '2615.00', '1', 'For SKU', 'LPO Gen. T Store'
'SSD', 'supplier', 'TEAM GROUP', 'BRANDNEW SSD SHADOWWING SATA 2.5', '54945771-3', '2615.00', '1', 'For SKU', 'LPO Gen. T Store'
'TOTAL FOR SSD WHICH SUPPLIER IS supplier','','','','10715','5','',''
'STORAGE', 'INVISION', 'RAMSTA', 'RAMSTA S800 2.5', '83812256-6', '830.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'STORAGE', 'INVISION', 'RAMSTA', 'RAMSTA S800 2.5', '83812256-2', '830.00', '1', 'For SKU', 'LPO Gen. T Store'
'STORAGE', 'INVISION', 'RAMSTA', 'RAMSTA S800 2.5', '83812256-7', '830.00', '1', 'For SKU', 'LPO Gen. T Store'
'STORAGE', 'INVISION', 'RAMSTA', 'RAMSTA S800 2.5', '83812256-3', '830.00', '1', 'For SKU', 'LPO Gen. T Store'
'STORAGE', 'INVISION', 'RAMSTA', 'RAMSTA S800 2.5', '83812256-10', '830.00', '1', 'For SKU', 'LPO Angeles Store'
'STORAGE', 'INVISION', 'RAMSTA', 'RAMSTA S800 2.5', '83812256-9', '830.00', '1', 'For SKU', 'LPO Angeles Store'
'STORAGE', 'INVISION', 'RAMSTA', 'RAMSTA S800 2.5', '83812256-1', '830.00', '1', 'For SKU', 'LPCE Olongapo Store'
'STORAGE', 'INVISION', 'RAMSTA', 'RAMSTA S800 2.5', '83812256-5', '830.00', '1', 'For SKU', 'LPCE Olongapo Store'
'STORAGE', 'INVISION', 'RAMSTA', 'RAMSTA S800 2.5', '83812256-4', '830.00', '1', 'For SKU', 'LPCE Olongapo Store'
'STORAGE', 'INVISION', 'SEAGATE', 'SEAGATE SKYHAWK SURVEILLANCE 3.5', '23837631-3', '1650.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'STORAGE', 'INVISION', 'SEAGATE', 'SEAGATE SKYHAWK SURVEILLANCE 3.5', '23837631-1', '1650.00', '1', 'For SKU', 'LPO Gen. T Store'
'STORAGE', 'INVISION', 'SEAGATE', 'SEAGATE SKYHAWK SURVEILLANCE 3.5', '23837631-2', '1650.00', '1', 'For SKU', 'LPO Gen. T Store'
'TOTAL FOR STORAGE WHICH SUPPLIER IS INVISION','','','','12420','12','',''
'STORAGE', 'SNITPS', 'APACER', 'APACER AS350 SSD 2.5" 7MM SATAIII, 512GB STD', 'APCR512G-1', '1700.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'STORAGE', 'SNITPS', 'APACER', 'APACER AS350 SSD 2.5" 7MM SATAIII, 512GB STD', 'APCR512G-2', '1700.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'STORAGE', 'SNITPS', 'APACER', 'APACER AS350 SSD 2.5" 7MM SATAIII, 512GB STD', 'APCR512G-5', '1700.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'STORAGE', 'SNITPS', 'APACER', 'APACER AS350 SSD 2.5" 7MM SATAIII, 512GB STD', 'APCR512G-6', '1700.00', '1', 'For SKU', 'LPO J.P Rizal Store'
